buscoID	query_chr	position	assigned_chr	status
136at7088	OW796092.1	4296444.0	M1	self
137at7088	OW796100.1	5862279.0	M16	self
139at7088	OW796101.1	1604953.5	M21	self
140at7088	OW796105.1	8779383.0	M4	self
145at7088	OW796106.1	4777548.0	M22	self
148at7088	OW796107.1	4496946.5	M15	self
155at7088	OW796102.1	1170807.5	M18	self
158at7088	OW796104.1	3553245.0	M10	self
159at7088	OW796108.1	4843857.0	M11	self
160at7088	OW796098.1	6777790.5	M9	self
163at7088	OW796099.1	4749250.5	M8	self
173at7088	OW796109.1	8116364.0	M14	self
177at7088	OW796097.1	4323039.5	M7	self
179at7088	OW796096.1	2562418.0	M5	self
183at7088	OW796096.1	5110700.0	M5	self
184at7088	OW796102.1	9606605.0	M18	self
186at7088	OW796095.1	6962944.0	M3	self
190at7088	OW796117.1	7498344.0	M28	self
193at7088	OW796105.1	1245801.5	M4	self
196at7088	OW796096.1	9311598.0	M5	self
200at7088	OW796113.1	10046517.5	M13	self
201at7088	OW796094.1	9314544.0	M12	self
204at7088	OW796091.1	5424176.0	M2	self
206at7088	OW796093.1	5996031.5	M20	M20
207at7088	OW796097.1	7728026.5	M7	self
208at7088	OW796091.1	6780489.5	M2	self
210at7088	OW796091.1	7227131.5	M2	self
212at7088	OW796090.1	5741835.5	MZ	self
215at7088	OW796107.1	8765623.5	M15	self
220at7088	OW796103.1	7923337.5	M6	self
231at7088	OW796113.1	4590613.0	M13	self
232at7088	OW796095.1	6622120.5	M3	self
235at7088	OW796092.1	11099873.5	M1	self
236at7088	OW796091.1	13956744.5	M2	self
242at7088	OW796098.1	9751392.0	M9	self
246at7088	OW796104.1	9571375.5	M10	self
248at7088	OW796106.1	4966155.5	M22	self
250at7088	OW796113.1	3789345.5	M13	self
254at7088	OW796095.1	13159277.5	M3	self
259at7088	OW796117.1	5627589.0	M28	self
263at7088	OW796115.1	7235768.0	M24	self
266at7088	OW796090.1	7214054.0	MZ	self
270at7088	OW796090.1	6099301.0	MZ	self
271at7088	OW796105.1	8427312.5	M4	self
273at7088	OW796102.1	1514810.0	M18	self
281at7088	OW796095.1	9607690.0	M3	self
288at7088	OW796116.1	856648.0	M27	self
302at7088	OW796117.1	7007700.5	M28	self
303at7088	OW796092.1	6778332.0	M1	self
307at7088	OW796102.1	8520686.0	M18	self
311at7088	OW796101.1	5178349.5	M21	self
315at7088	OW796100.1	955064.5	M16	self
316at7088	OW796099.1	4853282.0	M8	self
318at7088	OW796096.1	8928680.0	M5	self
321at7088	OW796090.1	17958365.5	MZ	self
322at7088	OW796102.1	1417478.0	M18	self
324at7088	OW796091.1	8092369.5	M2	self
325at7088	OW796105.1	11665922.5	M4	self
328at7088	OW796107.1	464090.0	M15	self
332at7088	OW796091.1	6575593.0	M2	self
335at7088	OW796110.1	908003.0	M29	self
338at7088	OW796097.1	6266524.5	M7	self
340at7088	OW796101.1	1487674.0	M21	self
342at7088	OW796098.1	10830259.0	M9	self
345at7088	OW796114.1	6435812.0	M26	self
350at7088	OW796095.1	6586068.0	M3	self
353at7088	OW796117.1	2935614.5	M28	self
354at7088	OW796100.1	7873888.0	M16	self
355at7088	OW796100.1	368948.0	M16	self
357at7088	OW796115.1	9570256.0	M24	self
360at7088	OW796090.1	14598093.5	MZ	self
363at7088	OW796113.1	225535.5	M13	self
367at7088	OW796094.1	3592823.5	M12	self
375at7088	OW796100.1	8788475.5	M16	self
380at7088	OW796103.1	10166376.0	M6	self
382at7088	OW796107.1	823563.0	M15	self
383at7088	OW796095.1	6579540.0	M3	self
384at7088	OW796091.1	8943272.0	M2	self
385at7088	OW796108.1	5680086.5	M11	self
386at7088	OW796105.1	5501847.5	M4	self
389at7088	OW796090.1	16369992.5	MZ	self
391at7088	OW796090.1	11447791.5	MZ	self
392at7088	OW796093.1	8498525.0	M17	self
393at7088	OW796106.1	6399988.0	M22	self
396at7088	OW796096.1	5053414.5	M5	self
408at7088	OW796092.1	9067283.0	M1	self
412at7088	OW796095.1	1366269.5	M3	self
417at7088	OW796108.1	5659431.0	M11	self
420at7088	OW796113.1	5870239.5	M13	self
427at7088	CALNXA010000003.1	87864.0	M29	self
429at7088	OW796100.1	1407914.5	M16	self
430at7088	OW796102.1	3220733.0	M18	self
434at7088	OW796093.1	10355347.5	M17	self
437at7088	OW796112.1	2720176.5	M19	self
443at7088	OW796096.1	6828833.5	M5	self
445at7088	OW796094.1	2185181.5	M12	self
450at7088	OW796093.1	12015434.5	M17	self
455at7088	OW796092.1	4321313.5	M1	self
458at7088	OW796109.1	238247.5	M14	self
461at7088	OW796095.1	3291635.5	M3	self
464at7088	OW796094.1	5321213.5	M12	self
467at7088	OW796103.1	1888505.0	M6	self
468at7088	OW796105.1	700778.0	M4	self
478at7088	OW796093.1	1627469.0	M20	M20
481at7088	OW796098.1	6386316.5	M9	self
486at7088	OW796105.1	10119555.0	M4	self
492at7088	OW796107.1	6355241.5	M15	self
494at7088	OW796094.1	11953517.5	M12	self
495at7088	OW796092.1	10106262.5	M1	self
496at7088	OW796116.1	3411378.0	M27	self
498at7088	OW796099.1	10159532.5	M8	self
499at7088	OW796095.1	6129837.5	M3	self
505at7088	OW796097.1	10970831.5	M7	self
506at7088	OW796090.1	7679690.0	MZ	self
509at7088	OW796100.1	7517779.5	M16	self
511at7088	OW796097.1	2402673.5	M7	self
513at7088	OW796104.1	6991255.5	M10	self
515at7088	OW796099.1	7602600.0	M8	self
516at7088	OW796099.1	4837332.5	M8	self
517at7088	OW796091.1	5497630.0	M2	self
518at7088	OW796094.1	5198593.5	M12	self
522at7088	OW796104.1	8402968.0	M10	self
526at7088	OW796106.1	4732510.0	M22	self
527at7088	OW796101.1	12856476.5	M21	self
530at7088	OW796107.1	7733082.5	M15	self
538at7088	OW796113.1	4123443.0	M13	self
544at7088	OW796103.1	4535374.0	M6	self
550at7088	OW796108.1	2742695.0	M11	self
552at7088	OW796094.1	5538883.0	M12	self
553at7088	OW796111.1	6318275.5	M23	self
556at7088	OW796095.1	5218253.0	M3	self
558at7088	OW796099.1	2477695.5	M8	self
559at7088	OW796090.1	9110513.0	MZ	self
562at7088	OW796098.1	7471823.5	M9	self
563at7088	OW796096.1	7762859.5	M5	self
566at7088	OW796093.1	7080511.5	M17	self
569at7088	OW796093.1	1928458.0	M20	M20
572at7088	OW796093.1	8520625.0	M17	self
578at7088	OW796090.1	7376480.0	MZ	self
583at7088	OW796094.1	1659816.5	M12	self
584at7088	OW796107.1	3603883.0	MZ	MZ
589at7088	OW796095.1	6569470.0	M3	self
598at7088	OW796093.1	1354741.0	M20	M20
599at7088	OW796112.1	10370560.0	M26	M26
600at7088	OW796091.1	6844758.5	M2	self
601at7088	OW796103.1	10135028.5	M6	self
603at7088	OW796111.1	4458026.5	M23	self
608at7088	OW796094.1	4403053.0	M12	self
609at7088	OW796112.1	1139668.0	M19	self
611at7088	OW796112.1	3405694.5	M19	self
613at7088	OW796092.1	1177050.0	M1	self
614at7088	OW796096.1	2723051.5	M5	self
616at7088	OW796095.1	8314719.5	M8	M8
620at7088	OW796107.1	3668750.5	M15	self
621at7088	OW796115.1	6555589.0	M24	self
627at7088	OW796092.1	7644921.5	M1	self
628at7088	OW796093.1	681885.0	M20	M20
632at7088	OW796092.1	9527521.0	M1	self
633at7088	OW796109.1	4406887.5	M14	self
637at7088	OW796102.1	11108290.5	M18	self
638at7088	OW796097.1	7522424.0	M7	self
639at7088	OW796090.1	15158430.5	MZ	self
642at7088	OW796104.1	5204940.5	M10	self
643at7088	OW796092.1	9569879.5	M1	self
647at7088	OW796095.1	10258473.5	M3	self
649at7088	OW796114.1	8137995.0	M26	self
652at7088	OW796107.1	1263249.5	M15	self
655at7088	OW796100.1	5830542.5	M16	self
658at7088	OW796092.1	3627805.5	M1	self
659at7088	OW796108.1	6750773.0	M11	self
660at7088	OW796092.1	9535806.5	M1	self
662at7088	OW796094.1	1401251.5	M12	self
664at7088	OW796101.1	4746067.5	M21	self
666at7088	OW796103.1	9108962.5	M6	self
667at7088	OW796097.1	7415901.0	M7	self
672at7088	OW796091.1	8910666.0	M2	self
675at7088	OW796104.1	3485203.0	M10	self
678at7088	OW796095.1	7140878.5	M3	self
692at7088	OW796091.1	4560452.5	M2	self
695at7088	OW796096.1	5388501.0	M5	self
696at7088	OW796092.1	4531626.0	M1	self
701at7088	OW796099.1	3363223.5	M8	self
705at7088	OW796108.1	9155378.5	M11	self
708at7088	OW796090.1	12006211.0	MZ	self
713at7088	OW796110.1	638269.5	M29	self
716at7088	OW796115.1	5110651.0	M24	self
717at7088	OW796095.1	13566316.5	M3	self
718at7088	OW796091.1	6066221.5	M2	self
721at7088	OW796116.1	7775385.5	M27	self
723at7088	OW796096.1	1981670.0	M5	self
724at7088	OW796094.1	4997882.0	M12	self
730at7088	OW796091.1	8929223.5	M2	self
731at7088	OW796105.1	6681386.5	M4	self
742at7088	OW796091.1	4685660.5	M2	self
752at7088	OW796090.1	45689.0	MZ	self
756at7088	OW796095.1	11511570.0	M3	self
757at7088	OW796108.1	1339848.5	M11	self
761at7088	OW796107.1	11330305.5	M15	self
764at7088	OW796103.1	7878438.5	M6	self
765at7088	OW796098.1	13380851.0	M9	self
772at7088	OW796105.1	6994184.5	M4	self
774at7088	OW796111.1	1705888.0	M23	self
775at7088	OW796093.1	4686844.0	M20	M20
780at7088	OW796091.1	1768813.5	M2	self
781at7088	OW796090.1	8499943.5	MZ	self
787at7088	OW796096.1	1909469.0	M5	self
790at7088	OW796090.1	2912705.0	MZ	self
791at7088	OW796106.1	5695882.0	M22	self
793at7088	OW796093.1	10082273.5	M17	self
794at7088	OW796094.1	11919819.5	M12	self
795at7088	OW796093.1	1068392.5	M20	M20
796at7088	OW796101.1	6233060.5	M21	self
799at7088	OW796092.1	10392940.5	M1	self
800at7088	OW796092.1	5957261.0	M1	self
802at7088	OW796097.1	3296062.0	M7	self
805at7088	OW796110.1	2539065.0	M29	self
806at7088	OW796111.1	3826928.0	M23	self
818at7088	OW796094.1	12039945.5	M12	self
821at7088	OW796097.1	1884348.5	M7	self
826at7088	OW796095.1	2783061.0	M3	self
828at7088	OW796103.1	10144248.0	M6	self
829at7088	OW796100.1	512473.0	M16	self
835at7088	OW796093.1	6693406.5	M17	self
839at7088	OW796117.1	5770449.0	M28	self
840at7088	OW796090.1	5911173.0	MZ	self
841at7088	OW796105.1	7994441.5	M4	self
844at7088	OW796097.1	3075157.0	M7	self
845at7088	OW796098.1	5966535.5	M9	self
849at7088	OW796104.1	8196070.0	M10	self
851at7088	OW796113.1	7099112.5	M13	self
853at7088	OW796093.1	4784143.0	M20	M20
860at7088	OW796091.1	4514589.5	M2	self
861at7088	OW796111.1	1740573.0	M23	self
865at7088	OW796119.1	5757671.5	M25	self
866at7088	OW796112.1	9520826.0	M19	self
871at7088	OW796109.1	6085861.5	M14	self
875at7088	OW796103.1	2370522.5	M6	self
877at7088	OW796116.1	751936.0	M27	self
879at7088	OW796106.1	2830567.0	M22	self
883at7088	OW796103.1	8488290.0	M6	self
886at7088	OW796108.1	2369880.0	M11	self
890at7088	OW796098.1	6375503.5	M9	self
893at7088	OW796095.1	7881071.0	M3	self
895at7088	OW796107.1	790997.0	M5	M5
897at7088	OW796095.1	4423987.5	M3	self
899at7088	OW796096.1	4416094.0	M5	self
903at7088	OW796093.1	5410259.0	M20	M20
909at7088	OW796094.1	13318058.0	M12	self
911at7088	OW796109.1	2252593.5	M14	self
912at7088	OW796116.1	2313408.5	M27	self
917at7088	OW796104.1	10509621.0	M10	self
924at7088	OW796095.1	12677880.5	M3	self
927at7088	OW796097.1	4647428.0	M7	self
933at7088	OW796113.1	3429368.0	M13	self
938at7088	OW796103.1	5683334.0	M6	self
946at7088	OW796106.1	5715235.0	M22	self
947at7088	OW796092.1	8625871.5	M1	self
949at7088	OW796103.1	7257906.5	M13	M13
950at7088	OW796097.1	2247007.5	M7	self
954at7088	OW796101.1	6430370.0	M21	self
961at7088	OW796093.1	9324357.0	M17	self
962at7088	OW796113.1	848168.5	M13	self
963at7088	OW796103.1	8230198.0	M6	self
966at7088	OW796098.1	6929901.0	M9	self
968at7088	OW796094.1	8711633.5	M12	self
972at7088	OW796099.1	5591884.5	M8	self
974at7088	OW796119.1	5166708.0	M25	self
975at7088	OW796090.1	17013257.5	MZ	self
978at7088	OW796098.1	9934222.0	M9	self
979at7088	OW796102.1	12149950.0	M18	self
980at7088	OW796100.1	1716881.0	M16	self
981at7088	OW796095.1	4880605.0	M3	self
982at7088	OW796119.1	1227400.0	M25	self
983at7088	OW796097.1	7629597.0	M7	self
986at7088	OW796103.1	11228398.0	M6	self
989at7088	OW796098.1	4598441.0	M9	self
993at7088	OW796101.1	7938402.5	M21	self
994at7088	OW796109.1	7985629.0	M14	self
998at7088	OW796091.1	14467221.5	M2	self
999at7088	OW796111.1	4622742.0	M23	self
1000at7088	OW796119.1	2878004.5	M25	self
1003at7088	OW796095.1	13114607.5	M3	self
1004at7088	OW796093.1	9157463.0	M17	self
1005at7088	OW796096.1	9619801.0	M5	self
1007at7088	OW796113.1	4902310.5	M13	self
1009at7088	OW796093.1	2968126.0	M20	M20
1010at7088	OW796095.1	1174173.0	M3	self
1011at7088	OW796098.1	9783727.0	M9	self
1013at7088	OW796092.1	12343892.5	M1	self
1014at7088	OW796095.1	6405402.0	M3	self
1021at7088	OW796107.1	8265574.5	M15	self
1027at7088	OW796091.1	4639093.0	M2	self
1032at7088	OW796090.1	8228031.0	MZ	self
1033at7088	OW796105.1	6715698.5	M4	self
1038at7088	OW796090.1	8840822.5	MZ	self
1047at7088	OW796098.1	3357932.0	M9	self
1050at7088	OW796103.1	6637566.0	M6	self
1053at7088	OW796113.1	10087815.5	M13	self
1056at7088	OW796092.1	1995160.5	M1	self
1057at7088	OW796112.1	1252948.0	M19	self
1058at7088	OW796104.1	9509324.0	M10	self
1065at7088	OW796117.1	1428304.5	M28	self
1066at7088	OW796090.1	17144546.5	MZ	self
1068at7088	OW796094.1	10578666.5	M12	self
1070at7088	OW796098.1	10176414.0	M9	self
1075at7088	OW796091.1	9456002.0	M2	self
1076at7088	OW796109.1	3877571.5	M14	self
1079at7088	OW796091.1	4062566.5	M2	self
1080at7088	OW796101.1	2155703.0	M21	self
1082at7088	OW796097.1	4678538.0	M7	self
1084at7088	OW796111.1	2901223.5	M23	self
1085at7088	OW796098.1	10146467.5	M9	self
1086at7088	OW796096.1	4015790.0	M5	self
1088at7088	OW796097.1	11943228.0	M7	self
1089at7088	OW796099.1	7730637.5	M8	self
1090at7088	OW796090.1	13825504.5	MZ	self
1094at7088	OW796109.1	3739766.0	M14	self
1100at7088	OW796106.1	5549953.0	M22	self
1107at7088	OW796095.1	9260267.5	M3	self
1108at7088	OW796109.1	10306172.0	M14	self
1111at7088	OW796108.1	4725673.0	M11	self
1113at7088	OW796103.1	10093779.0	M6	self
1114at7088	OW796108.1	7499872.5	M11	self
1117at7088	OW796113.1	810371.5	M13	self
1120at7088	OW796092.1	5604138.5	M1	self
1121at7088	OW796106.1	6967251.0	M22	self
1123at7088	OW796111.1	8545555.5	M23	self
1124at7088	OW796113.1	7797232.5	M13	self
1130at7088	OW796104.1	1292423.5	M10	self
1131at7088	OW796093.1	13647011.5	M17	self
1133at7088	OW796097.1	9333790.0	M7	self
1134at7088	OW796098.1	6895563.5	M9	self
1135at7088	OW796100.1	10345065.5	M16	self
1136at7088	OW796091.1	3407995.0	M2	self
1139at7088	OW796092.1	5257969.5	M1	self
1140at7088	OW796109.1	8943065.5	M14	self
1143at7088	OW796111.1	4896850.0	M23	self
1144at7088	OW796090.1	9921490.0	MZ	self
1145at7088	OW796102.1	6670521.0	M18	self
1150at7088	OW796097.1	6031796.0	M7	self
1152at7088	OW796099.1	7618386.5	M8	self
1153at7088	OW796103.1	10951167.5	M6	self
1154at7088	OW796101.1	2420358.5	M21	self
1165at7088	OW796096.1	9435095.5	M5	self
1171at7088	OW796103.1	6004931.0	M6	self
1174at7088	OW796111.1	689193.0	M23	self
1178at7088	OW796095.1	7242645.5	M3	self
1179at7088	OW796109.1	3333449.0	M14	self
1180at7088	OW796101.1	1351197.5	M21	self
1187at7088	OW796100.1	2021533.0	M16	self
1198at7088	OW796113.1	6633548.0	M13	self
1199at7088	OW796113.1	1849050.5	M13	self
1200at7088	OW796096.1	6273076.5	M5	self
1206at7088	OW796105.1	6688588.5	M4	self
1208at7088	OW796092.1	2031982.5	M1	self
1214at7088	OW796092.1	5463548.5	M1	self
1218at7088	OW796093.1	8662860.0	M17	self
1220at7088	OW796106.1	4624774.0	M22	self
1222at7088	OW796100.1	8839103.0	M16	self
1234at7088	OW796096.1	6958880.5	M5	self
1235at7088	OW796097.1	8296755.0	M7	self
1236at7088	OW796113.1	5818628.5	M13	self
1237at7088	OW796093.1	10757943.5	M17	self
1242at7088	OW796099.1	8075616.0	M8	self
1245at7088	OW796092.1	4669164.5	M1	self
1246at7088	OW796104.1	2532870.0	M10	self
1250at7088	OW796106.1	5600401.5	M22	self
1251at7088	OW796092.1	7030987.0	M1	self
1253at7088	OW796091.1	7430073.0	M2	self
1256at7088	OW796093.1	7764407.0	M17	self
1258at7088	OW796116.1	1781264.0	M27	self
1259at7088	CALNXA010000001.1	117716.5	M23	self
1273at7088	OW796092.1	4205507.0	M1	self
1275at7088	OW796096.1	2809992.0	M5	self
1278at7088	OW796091.1	5516358.0	M2	self
1281at7088	OW796093.1	10769602.5	M13	M13
1283at7088	OW796107.1	1237134.0	M15	self
1291at7088	OW796097.1	12006854.0	M7	self
1295at7088	OW796097.1	352865.5	M7	self
1298at7088	OW796094.1	2564782.5	M12	self
1299at7088	OW796105.1	6325341.5	M4	self
1300at7088	OW796109.1	7895338.5	M14	self
1304at7088	OW796092.1	4604857.0	M1	self
1306at7088	OW796096.1	5034861.5	M5	self
1307at7088	OW796103.1	2128887.0	M6	self
1313at7088	OW796103.1	7113800.5	M6	self
1314at7088	OW796103.1	11888966.0	M6	self
1318at7088	OW796119.1	579279.5	M25	self
1320at7088	OW796096.1	4320273.5	M5	self
1324at7088	OW796097.1	3929825.5	M7	self
1325at7088	OW796099.1	3893752.0	M8	self
1326at7088	OW796093.1	2480575.0	M20	M20
1330at7088	OW796108.1	8306451.5	M11	self
1335at7088	OW796111.1	4348923.0	M23	self
1336at7088	OW796092.1	7167092.0	M1	self
1347at7088	OW796097.1	7087476.0	M7	self
1350at7088	OW796108.1	10602467.0	M11	self
1351at7088	OW796115.1	234169.0	M24	self
1353at7088	OW796091.1	7503085.5	M2	self
1355at7088	OW796090.1	20144176.5	MZ	self
1356at7088	OW796108.1	7406718.0	M11	self
1358at7088	OW796093.1	6788406.0	M19	M19
1362at7088	OW796091.1	14996299.5	M2	self
1366at7088	OW796113.1	7078845.5	M13	self
1368at7088	OW796097.1	2840295.0	M7	self
1369at7088	OW796102.1	10288079.5	M18	self
1372at7088	OW796098.1	9817474.5	M9	self
1377at7088	OW796099.1	7734105.0	M8	self
1382at7088	OW796108.1	6715878.0	M11	self
1391at7088	OW796096.1	7266247.0	M5	self
1392at7088	OW796108.1	7109048.0	M11	self
1395at7088	OW796094.1	4540651.5	M12	self
1396at7088	OW796096.1	7372680.0	M5	self
1397at7088	OW796106.1	10613458.5	M22	self
1398at7088	OW796094.1	12888103.5	M12	self
1401at7088	OW796103.1	3759247.0	M6	self
1403at7088	OW796091.1	14767057.5	M2	self
1407at7088	OW796102.1	3086819.0	M18	self
1411at7088	OW796093.1	12448819.5	M17	self
1413at7088	OW796093.1	9962517.0	M17	self
1418at7088	OW796094.1	8748272.0	M12	self
1421at7088	OW796091.1	7601683.5	M2	self
1422at7088	OW796092.1	7422492.5	M1	self
1431at7088	OW796098.1	1610761.0	M9	self
1432at7088	OW796091.1	7243403.0	M2	self
1436at7088	OW796109.1	4448014.5	M14	self
1437at7088	OW796092.1	4363118.5	M1	self
1440at7088	OW796104.1	4179234.0	M10	self
1441at7088	OW796097.1	3778391.0	M7	self
1443at7088	OW796095.1	5426242.5	M3	self
1444at7088	OW796106.1	2003438.0	M22	self
1446at7088	OW796108.1	9058447.5	M11	self
1449at7088	OW796099.1	2440821.5	M8	self
1451at7088	OW796092.1	3742078.5	M1	self
1461at7088	OW796113.1	5384763.5	M13	self
1463at7088	OW796108.1	8352407.5	M11	self
1465at7088	OW796095.1	9861528.0	M3	self
1468at7088	OW796110.1	10603191.0	M31	M31
1469at7088	OW796102.1	2969290.0	M18	self
1472at7088	OW796106.1	9915708.0	M22	self
1473at7088	OW796096.1	6115341.5	M5	self
1479at7088	OW796100.1	9869943.0	M16	self
1488at7088	OW796096.1	5472697.5	M5	self
1489at7088	OW796103.1	8216653.0	M6	self
1490at7088	OW796091.1	7179387.0	M2	self
1496at7088	OW796117.1	7683723.0	M28	self
1500at7088	OW796105.1	7626986.0	M4	self
1501at7088	OW796092.1	8559811.5	M1	self
1503at7088	OW796095.1	4176064.0	M3	self
1504at7088	OW796096.1	4407875.0	M5	self
1506at7088	OW796104.1	2838834.0	M10	self
1507at7088	OW796100.1	6983565.5	M16	self
1508at7088	OW796104.1	10006106.0	M10	self
1509at7088	OW796119.1	6146437.5	M25	self
1510at7088	OW796099.1	5966897.0	M8	self
1511at7088	OW796095.1	4143501.0	M3	self
1514at7088	OW796092.1	3221044.0	M1	self
1515at7088	OW796092.1	7980900.0	M1	self
1519at7088	OW796102.1	5120057.0	M18	self
1523at7088	OW796092.1	1281053.0	M1	self
1525at7088	OW796095.1	7374394.0	M3	self
1530at7088	OW796099.1	1274393.0	M8	self
1531at7088	OW796096.1	9243611.5	M5	self
1537at7088	OW796092.1	5621354.0	M1	self
1543at7088	OW796091.1	5721881.0	M2	self
1545at7088	CALNXA010000003.1	178193.5	M29	self
1547at7088	OW796098.1	12806748.5	M9	self
1549at7088	OW796111.1	6257781.5	M23	self
1550at7088	OW796092.1	12376463.0	M1	self
1551at7088	OW796107.1	6841363.0	M15	self
1553at7088	OW796117.1	3541996.5	M28	self
1557at7088	OW796108.1	10287352.0	M11	self
1558at7088	OW796097.1	6537251.5	M7	self
1562at7088	OW796097.1	9351239.5	M7	self
1564at7088	OW796113.1	6100302.0	M13	self
1565at7088	OW796097.1	10557856.0	M7	self
1567at7088	OW796109.1	5140607.0	M14	self
1568at7088	OW796108.1	8528255.0	M11	self
1571at7088	OW796091.1	4935944.5	M2	self
1574at7088	OW796095.1	10076488.0	M3	self
1576at7088	OW796093.1	7742072.0	M17	self
1577at7088	OW796114.1	6893501.5	M26	self
1586at7088	OW796098.1	8131210.5	M9	self
1587at7088	OW796094.1	6776123.5	M12	self
1591at7088	OW796109.1	4255270.5	M14	self
1592at7088	OW796100.1	10293607.5	M16	self
1594at7088	OW796104.1	10042710.5	M10	self
1595at7088	OW796095.1	1650536.5	M3	self
1596at7088	OW796107.1	8781377.0	M15	self
1600at7088	OW796108.1	4880721.5	M11	self
1601at7088	OW796097.1	7013727.0	M7	self
1605at7088	OW796095.1	12441636.5	M3	self
1606at7088	OW796106.1	1203116.5	M22	self
1607at7088	OW796096.1	6379754.5	M5	self
1608at7088	OW796109.1	4611140.0	M14	self
1609at7088	OW796096.1	5015423.0	M5	self
1612at7088	OW796101.1	1881760.5	M21	self
1613at7088	OW796107.1	557701.0	M15	self
1614at7088	OW796099.1	9031928.0	M8	self
1619at7088	OW796104.1	8098844.5	M10	self
1623at7088	OW796109.1	4229355.0	M14	self
1625at7088	OW796092.1	745081.0	M1	self
1626at7088	OW796118.1	1237657.0	M30	self
1636at7088	OW796095.1	3094591.5	M3	self
1637at7088	OW796098.1	10874080.0	M9	self
1644at7088	CALNXA010000023.1	8091.0	M20	self
1645at7088	OW796101.1	8558786.0	M21	self
1647at7088	OW796091.1	8685794.5	M2	self
1648at7088	OW796092.1	3978383.0	M1	self
1650at7088	OW796111.1	9679377.5	M23	self
1660at7088	OW796107.1	3379068.0	M15	self
1661at7088	OW796092.1	9923486.5	M1	self
1662at7088	OW796090.1	7032575.0	MZ	self
1665at7088	OW796092.1	5654711.0	M1	self
1667at7088	OW796092.1	9901306.5	M1	self
1670at7088	OW796093.1	9813273.5	M17	self
1678at7088	OW796108.1	4672083.0	M11	self
1679at7088	OW796103.1	2671539.5	M6	self
1681at7088	OW796103.1	6298210.5	M6	self
1682at7088	OW796091.1	13025264.0	M2	self
1683at7088	OW796098.1	10163036.0	M9	self
1685at7088	OW796115.1	2685151.0	M24	self
1687at7088	OW796107.1	2022156.5	M15	self
1693at7088	OW796106.1	1708324.5	M22	self
1695at7088	OW796106.1	3363992.5	M22	self
1696at7088	OW796107.1	8320611.0	M15	self
1699at7088	OW796115.1	6455408.0	M24	self
1700at7088	OW796092.1	6318030.5	M1	self
1701at7088	OW796107.1	9586018.5	M15	self
1705at7088	OW796101.1	6268553.0	M21	self
1707at7088	OW796098.1	1849173.0	M9	self
1709at7088	OW796090.1	9733416.5	MZ	self
1711at7088	OW796111.1	1022855.0	M23	self
1718at7088	OW796091.1	991277.5	M2	self
1723at7088	OW796107.1	4173638.0	M15	self
1724at7088	OW796091.1	7899458.0	M2	self
