anno1.g11267.t1	GO:0005515,GO:0046983
anno1.g8421.t1	GO:0008289
anno2.g1269.t1	GO:0005524,GO:0016301
anno2.g12960.t1	
anno1.g3322.t1	
anno1.g14697.t1	
anno1.g843.t1	
anno2.g100.t1	GO:0005515
anno2.g697.t1	GO:0005515
anno2.g649.t1	GO:0003723
anno2.g4776.t1	GO:0008270
anno2.g10633.t1	GO:0005515
anno2.g10048.t1	
anno1.g1292.t1	GO:0003735,GO:0006412,GO:0005840
anno1.g9662.t1	GO:0005509,GO:0005515
anno1.g8051.t1	GO:0005515
anno2.g12017.t1	
anno2.g4599.t1	
anno1.g10318.t1	
anno1.g4763.t1	GO:0017111
anno2.g5999.t1	GO:0070006,GO:0046872,GO:0006508
anno1.g10065.t1	GO:0032006
anno1.g3456.t1	GO:0005634,GO:0008270
anno1.g752.t1	
anno1.g8101.t1	
anno1.g11176.t1	GO:0005272,GO:0006814,GO:0016020,GO:0005515
anno1.g11385.t1	
anno1.g7386.t1	
anno2.g76.t1	
anno1.g5768.t1	
anno1.g11675.t1	
anno1.g11508.t1	GO:0006508,GO:0004252
anno2.g1934.t1	
anno1.g16879.t1	GO:0003677,GO:0006355
anno1.g4257.t1	GO:0005634,GO:0008270
anno1.g1758.t3	
anno2.g15840.t1	GO:0022857,GO:0055085
anno2.g13081.t1	GO:0003676
anno1.g12272.t1	GO:0005515,GO:0000413,GO:0003755
anno1.g1687.t2	GO:0005515
anno1.g9535.t1	
anno1.g11193.t1	
anno2.g7833.t1	
anno2.g6100.t1	GO:0005789,GO:0018279
anno1.g16547.t1	GO:0005515
anno2.g15956.t1	GO:0015074
anno2.g6112.t1	GO:0016592,GO:0006357,GO:0003712
anno1.g2896.t1	
anno1.g1732.t1	
anno1.g7263.t1	
anno2.g12264.t1	GO:0006886,GO:0016020,GO:0006605
anno1.g14521.t1	GO:0050909,GO:0016020
anno2.g6431.t1	
anno1.g4293.t1	
anno1.g2317.t1	GO:0016787
anno1.g8343.t1	GO:0004842,GO:0016567
anno2.g10692.t1	GO:0004553,GO:0005975
anno1.g12775.t1	
anno1.g874.t1	GO:0005576,GO:0008061
anno2.g3475.t1	
anno1.g12615.t1	
anno1.g16957.t1	GO:0010181,GO:0016491
anno2.g13277.t1	GO:0004114,GO:0007165
anno1.g2617.t1	
anno1.g7462.t1	GO:0005694,GO:0042054,GO:0006355,GO:0034968,GO:0005515,GO:0005634
anno2.g870.t1	GO:0008168,GO:0032259
anno1.g13958.t1	GO:0003677
anno1.g5735.t1	
anno1.g9713.t1	
anno2.g6563.t1	GO:0003676
anno1.g5011.t1	GO:0015986
anno1.g3158.t1	
anno1.g4661.t1	
anno1.g16711.t1	GO:0004222,GO:0006508
anno1.g8135.t1	
anno1.g3185.t1	
anno1.g8902.t1	GO:0004553,GO:0005975
anno1.g755.t1	
anno2.g10138.t1	
anno1.g4164.t1	
anno1.g7874.t1	GO:0006508,GO:0004252
anno2.g2156.t1	GO:0016597,GO:0016743,GO:0005524,GO:0006520,GO:0016787
anno2.g2089.t1	GO:0003676
anno1.g235.t1	GO:0006811,GO:0016020,GO:0005230
anno2.g19459.t1	
anno2.g15747.t1	GO:0042147
anno1.g4091.t1	
anno1.g5993.t1	
anno2.g6936.t1	GO:0003677,GO:0006355
anno1.g6545.t1	GO:0004672,GO:0006468,GO:0005524
anno2.g16291.t1	
anno1.g5634.t1	GO:0005096,GO:0004674,GO:0006468,GO:0007165
anno1.g3697.t1	GO:0005515
anno1.g5207.t1	
anno1.g5537.t1	GO:0009982,GO:0001522,GO:0009451,GO:0003723
anno1.g320.t1	
anno1.g7728.t1	GO:0016020
anno1.g6874.t1	GO:0005509
anno1.g6533.t1	
anno2.g3686.t1	GO:0004672,GO:0006468,GO:0005524
anno1.g7932.t1	
anno1.g14348.t1	GO:0005515
anno2.g14479.t1	GO:0046983
anno2.g13138.t2	GO:0023041,GO:0030867
anno1.g17014.t1	GO:0007186,GO:0004930,GO:0016020
anno2.g4612.t1	
anno2.g19586.t1	
anno1.g9232.t1	GO:0005524,GO:0004814,GO:0006420
anno1.g1246.t2	
anno2.g4185.t1	GO:0005783,GO:0004656
anno1.g10137.t1	GO:0006355,GO:0003700,GO:0043565,GO:0008270
anno1.g7452.t1	GO:0005975
anno1.g8533.t1	GO:0003676,GO:0006396,GO:0003723
anno1.g9824.t1	GO:0005634,GO:0008270
anno2.g7679.t1	GO:0005272,GO:0006814,GO:0016020
anno1.g13381.t1	GO:0008270
anno2.g7686.t1	GO:0022857,GO:0055085
anno2.g18850.t1	GO:0015074
anno2.g15534.t1	GO:0015074
anno1.g17522.t1	GO:0022857,GO:0016020,GO:0055085
anno2.g19709.t1	GO:0007186,GO:0004930,GO:0016020
anno1.g10838.t1	GO:0008168,GO:0016435,GO:0070476
anno2.g4753.t1	
anno2.g6714.t1	
anno1.g10194.t1	
anno2.g15366.t1	
anno1.g12925.t1	
anno1.g2559.t1	GO:0005515
anno1.g9264.t1	GO:0005515
anno1.g13517.t1	GO:0016705,GO:0004497,GO:0005506,GO:0020037
anno2.g5826.t2	GO:0004181,GO:0006508,GO:0008270
anno1.g8459.t1	
anno1.g5409.t1	GO:0006355,GO:0005634
anno1.g14812.t1	GO:0140359,GO:0005524,GO:0016020,GO:0055085
anno1.g17394.t1	
anno2.g3709.t1	GO:0015074
anno2.g1375.t1	
anno2.g4951.t1	
anno1.g12086.t1	GO:0050660,GO:0003824
anno2.g3586.t1	
anno2.g7982.t2	GO:0005515
anno2.g5367.t1	
anno1.g11654.t1	
anno1.g1695.t1	GO:0005515
anno1.g13642.t1	GO:0016020
anno1.g11129.t1	GO:0016705,GO:0004497,GO:0005506,GO:0020037
anno2.g6497.t1	GO:0046983
anno1.g8932.t1	
anno1.g2798.t1	
anno1.g14783.t1	GO:0003677,GO:0006355
anno2.g8289.t1	GO:0004553,GO:0005975
anno1.g8549.t1	GO:0045048
anno1.g901.t1	
anno2.g1234.t1	
anno2.g2180.t1	GO:0004672,GO:0006468,GO:0005524,GO:0004674
anno2.g7321.t1	GO:0005549,GO:0007608,GO:0016020,GO:0004984
anno2.g2146.t1	
anno1.g879.t1	GO:0005576,GO:0008061
anno1.g11857.t1	GO:0003924,GO:0005525
anno1.g7376.t1	GO:0140359,GO:0005524,GO:0016020
anno2.g105.t1	GO:0003743,GO:0006413
anno1.g667.t1	GO:0005576,GO:0008061
anno1.g3415.t1	
anno1.g12664.t1	GO:0046872
anno1.g664.t1	GO:0005576,GO:0008061
anno1.g16407.t1	GO:0006123,GO:0005751
anno1.g16356.t1	
anno2.g8401.t1	GO:0005737,GO:0033925
anno2.g3275.t1	GO:0022857,GO:0016020,GO:0055085
anno1.g2427.t1	GO:0016298
anno2.g15121.t1	
anno1.g7506.t1	GO:0016592,GO:0006357,GO:0003712
anno1.g16852.t1	
anno1.g3573.t1	
anno1.g16659.t1	GO:0004672,GO:0006468
anno2.g9734.t1	GO:0003676
anno1.g53.t1	
anno2.g306.t1	GO:0000723,GO:0003678,GO:0006281
anno2.g7.t1	GO:0000723,GO:0003678,GO:0006281
anno2.g679.t1	GO:0000723,GO:0003678,GO:0006281
anno2.g10628.t1	
anno1.g10069.t1	GO:0000439,GO:0006367,GO:0006289
anno1.g3091.t1	GO:0005524,GO:0003676,GO:0000166,GO:0004812,GO:0006418
anno1.g4142.t1	
anno2.g11542.t1	GO:0003676,GO:0004523
anno1.g12349.t1	GO:0016311,GO:0008138
anno1.g11929.t1	GO:0005524,GO:0004812,GO:0043039
anno2.g4586.t1	
anno1.g4702.t1	
anno1.g3839.t1	GO:0008168
anno1.g1020.t1	GO:0022857,GO:0055085
anno1.g14768.t1	GO:0005576,GO:0042742
anno1.g16960.t1	GO:0022857,GO:0016020,GO:0055085
anno1.g4889.t1	GO:0007304,GO:0007275,GO:0005213,GO:0042600
anno2.g7899.t1	GO:0070836
anno2.g12489.t1	GO:0005515
anno1.g1339.t1	GO:0022857,GO:0016020,GO:0055085
anno1.g74.t1	
anno2.g1559.t1	
anno1.g10472.t1	GO:0006325,GO:0005634
anno2.g13089.t1	GO:0005525
anno1.g14146.t1	
anno1.g8186.t1	GO:0022857,GO:0055085
anno1.g12788.t1	
anno1.g9497.t1	
anno1.g34.t1	
anno1.g11199.t1	GO:0006355,GO:0003700,GO:0043565
anno2.g14627.t2	
anno1.g6976.t1	GO:0051879
anno2.g6328.t1	GO:0016614,GO:0050660
anno1.g2377.t1	
anno1.g13411.t1	GO:0009166,GO:0016787
anno1.g13409.t1	GO:0009166,GO:0016787
anno2.g3456.t1	GO:0050909,GO:0016020
anno2.g7485.t1	
anno2.g11393.t1	
anno2.g4931.t1	GO:0005515
anno1.g5069.t1	GO:0006096,GO:0004618
anno2.g86.t1	GO:0003676
anno1.g14744.t1	GO:0003735,GO:0005762,GO:0032543
anno1.g16520.t1	
anno2.g14384.t1	GO:0022857,GO:0016020,GO:0055085
anno1.g13204.t1	GO:0016020,GO:0055085
anno2.g2013.t1	
anno1.g12106.t1	GO:0005524,GO:0140658
anno1.g10826.t1	GO:0005515,GO:0042802
anno2.g9454.t1	GO:0005515
anno2.g755.t1	GO:0015267,GO:0016020,GO:0055085
anno2.g796.t1	GO:0005634,GO:0008270
anno1.g11861.t1	
anno2.g19081.t1	GO:0016020,GO:0055085
anno2.g4465.t1	GO:0003677,GO:0000166
anno1.g12937.t1	GO:0016705,GO:0004497,GO:0005506,GO:0020037
anno1.g1496.t1	GO:0016491
anno1.g6008.t1	
anno1.g12314.t1	
anno1.g2554.t1	GO:0004222,GO:0071586,GO:0016020
anno1.g7418.t1	
anno1.g7560.t1	
anno1.g1304.t1	GO:0005509,GO:0005576,GO:0007155
anno2.g19511.t1	GO:0005515
anno1.g16524.t1	
anno1.g12108.t1	GO:0016829
anno1.g5406.t1	GO:0005524,GO:0016887,GO:0006457,GO:0051082,GO:0140662
anno2.g2523.t1	GO:0003677,GO:0003676
anno2.g9515.t1	GO:0003677,GO:0003676
anno2.g12067.t1	GO:0003677,GO:0003676
anno1.g13514.t1	
anno1.g4251.t1	
anno1.g11596.t1	GO:0005515
anno2.g18419.t1	
anno1.g5107.t1	GO:0003677
anno1.g6344.t1	
anno2.g301.t1	GO:0003677,GO:0005524,GO:0032508
anno1.g4887.t1	GO:0007304,GO:0007275,GO:0005213,GO:0042600
anno2.g9609.t1	
anno1.g14716.t1	
anno1.g9584.t1	
anno1.g10979.t1	
anno1.g12574.t1	
anno1.g7970.t1	GO:0016020
anno1.g2142.t1	
anno1.g6827.t1	GO:0008410
anno1.g12947.t1	GO:0003779
anno1.g4127.t1	
anno1.g11720.t1	GO:0008237,GO:0005515,GO:0008233
anno1.g3930.t1	
anno1.g3263.t1	
anno1.g14484.t1	GO:0006508,GO:0004252
anno1.g12751.t1	
anno2.g13919.t1	GO:0016020
anno1.g3882.t1	GO:0006486,GO:0004576,GO:0016020
anno1.g11284.t1	GO:0017119,GO:0006886
anno1.g10911.t1	
anno1.g11117.t1	
anno1.g17043.t1	GO:0035556,GO:0009190,GO:0004383,GO:0006182
anno1.g12327.t1	GO:0008236,GO:0006508
anno2.g16057.t1	
anno2.g5692.t1	GO:0005515
anno1.g17831.t1	GO:0005515
anno1.g2819.t1	GO:0035556,GO:0009190
anno2.g287.t1	
anno2.g15507.t1	
anno1.g1792.t1	
anno1.g682.t1	
anno1.g14129.t1	GO:0006508,GO:0004252
anno2.g16249.t1	
anno1.g12537.t1	GO:0016020
anno1.g17552.t1	GO:0042981,GO:0043531
anno2.g7934.t1	
anno1.g1370.t1	
